coluna1,coluna2
0.054667233,0.089867517
0.003886559,0.066969668
0.070630611,0.12864268
0.099414585,0.421450298
0.021500426,0.404551363
0.073228987,0.010686167
0.062462322,0.35690028
0.063209777,0.374293563
0.078112632,0.233305944
0.034590478,0.162770853
0.095457824,0.275316494
0.085642107,0.0272562
0.011184838,0.318961222
0.070608566,0.239705968
0.04118511,0.026663071
0.090196926,0.341421226
0.070500885,0.049559473
0.015898982,0.262990661
0.080944929,0.326108475
0.097862071,0.415657533
0.067010186,0.228911911
0.002291197,0.175960612
0.077419703,0.478416625
0.069200233,0.040068634
0.090714284,0.408755042
0.048438914,0.481829616
0.035565123,0.293756002
0.060128919,0.253050196
0.003914975,0.066638106
0.017527093,0.335436056
0.047920781,0.036003472
0.053683333,0.487457168
0.044437704,0.116085906
0.076831528,0.058766349
0.004759414,0.136392299
0.098915887,0.194770957
0.004420149,0.443947569
0.030279805,0.192663216
0.027405674,0.422597957
0.037540905,0.321140756
0.046177781,0.435379935
0.059654242,0.041085857
0.065162938,0.008537029
0.052146649,0.439037024
0.092770748,0.037189526
0.066672376,0.436582522
0.025692205,0.395103537
0.016510135,0.110929202
0.039920678,0.470938097
0.029000443,0.334374126
0.01617309,0.103121177
0.085766083,0.01488577
0.064437339,0.142635418
0.033566033,0.086828609
0.028427729,0.319728363
0.096268804,0.395702313
0.071309046,0.234749421
0.062362534,0.451561537
0.099670394,0.470895034
0.031683751,0.056282875
0.046880874,0.027214239
0.053073184,0.333173395
0.057770302,0.446710051
0.055060573,0.129578177
0.084791099,0.016209957
0.064687055,0.391518474
0.039274721,0.140877113
0.004463821,0.411149388
0.016441644,0.116563664
0.08553853,0.300693251
0.019397268,0.18381743
0.066260457,0.140866521
0.087595942,0.276593351
0.063745104,0.41969291
0.019560625,0.37096121
0.056362282,0.465274807
0.041151033,0.298745767
0.028394433,0.161596657
0.095209968,0.051279146
0.017033964,0.351183981
0.039529395,0.391164226
0.046566389,0.398668916
0.028337692,0.330125235
0.072184572,0.100032948
0.011592701,0.1775396
0.038487406,0.244285372
0.096845669,0.018204424
0.075394492,0.339345885
0.096455473,0.089294809
0.006822139,0.200373989
0.088173283,0.407976261
0.038264729,0.025923147
0.029202698,0.096688503
0.097832909,0.412160074
0.074271267,0.100633844
0.015719021,0.412911214
0.004564013,0.205851851
0.094135617,0.323319409
0.053737426,0.080249215
0.033101374,0.489108828
0.092049422,0.308480424
0.054824737,0.389257845
0.018413231,0.384704838
0.041000171,0.303006631
0.013217872,0.469401881
0.032263674,0.223831201
0.064653116,0.011476096
0.053346347,0.04686851
0.031203221,0.34577428
0.059350363,0.210257268
0.047646618,0.311006278
0.014546744,0.457338068
0.0161445,0.430606102
0.00701176,0.312510945
0.079764447,0.121055773
0.093891003,0.195604984
0.049134878,0.190795653
0.086760661,0.37122164
0.053995692,0.280349805
0.087698718,0.357408997
0.060566597,0.134522051
0.096571144,0.340551504
0.085108203,0.052752972
0.024342073,0.286262448
0.009700463,0.328428494
0.033300272,0.229934354
0.070656013,0.045499955
0.074510199,0.409760195
0.031865538,0.174847754
0.020975925,0.325243848
0.086313248,0.187615939
0.054849118,0.462911495
0.066048159,0.241726766
0.077894454,0.433200455
0.00768309,0.482157805
0.021864715,0.25530596
0.06037759,0.187029947
0.006961651,0.122973008
0.000508665,0.271423148
0.063073762,0.159676879
0.007423754,0.484579771
0.059157871,0.110031821
0.02309742,0.209350234
0.042248395,0.448979157
0.077077738,0.212374148
0.028890044,0.289740068
0.037573403,0.199952751
0.093885145,0.257749579
0.001431425,0.336989025
0.00495833,0.455055482
0.046571074,0.27682969
0.083859848,0.306590849
0.061125232,0.008027247
0.029991863,0.481949623
0.005262007,0.189622506
0.01567202,0.098467186
0.085525031,0.028301031
0.057072809,0.164303676
0.090796966,0.058755146
0.094566099,0.074198774
0.024034166,0.404173963
0.063200748,0.260505931
0.073920214,0.104443229
0.062959049,0.320104565
0.040410489,0.209570504
0.044338923,0.219943461
0.005644108,0.131887455
0.050355861,0.187218069
0.049579432,0.462504497
0.064976544,0.151510005
0.003817588,0.464133348
0.026071945,0.057792457
0.06513576,0.075370689
0.053369298,0.376235839
0.062929951,0.086641128
0.02288914,0.386619474
0.080884353,0.216760004
0.099574321,0.163299781
0.046908795,0.420105121
0.002079065,0.063797868
0.024286173,0.432644988
0.058985796,0.159759578
0.002409177,0.373809023
0.049802224,0.059361691
0.008477624,0.308694715
0.020884317,0.053074498
0.004884723,0.381291187
0.005914598,0.450938634
0.04307191,0.421390612
0.098741203,0.130746795
0.012611259,0.419709925
0.034095389,0.212060171
0.086218742,0.251670972
0.095880892,0.401092961
0.09367466,0.058123005
0.004978993,0.155274837
0.02176999,0.485885653
0.046842233,0.074915336
0.043291307,0.418270465
0.088410481,0.12243533
0.055278151,0.035352353
0.000204831,0.437129694
0.042853469,0.085357768
0.068351791,0.310768331
0.03596303,0.409803773
0.055997137,0.487201353
0.010247723,0.187994533
0.072695856,0.030866472
0.039934659,0.449278188
0.048094945,0.059486394
0.086494147,0.021075131
0.048278865,0.15117193
0.063631749,0.203697628
0.049247331,0.496532011
0.090012922,0.318874595
0.086203768,0.353409786
0.067139712,0.265727226
0.088651556,0.017560191
0.084453912,0.179369384
0.04866462,0.300815569
0.005157966,0.268264943
0.044563459,0.275154487
0.066870474,0.137678137
0.012192795,0.235955513
0.062165515,0.067153337
0.044313176,0.404520836
0.046067808,0.066286225
0.078065447,0.415395797
0.014644319,0.202799206
0.066051114,0.20503788
0.069105236,0.203475619
0.030348631,0.494689792
0.000737059,0.366520459
0.016747968,0.286533023
0.075642613,0.069415322
0.043914491,0.182795346
0.068112417,0.421273417
0.004861353,0.414675731
0.041733728,0.113225472
0.079495776,0.277729866
0.012673084,0.435693273
0.042935005,0.164941456
0.059167045,0.413190284
0.07228974,0.050872478
0.048527692,0.114236588
0.028821819,0.449155045
0.02636257,0.315509916
0.016592266,0.160573673
0.001059367,0.190809837
0.079273025,0.035401503
0.013813647,0.226786534
0.029622317,0.103266558
0.061586404,0.06209231
0.079893894,0.415046029
0.054250138,0.038399494
0.088739277,0.176996853
0.092913186,0.339871641
0.057173245,0.026726688
0.006821186,0.072634018
0.061059469,0.003706339
0.021962615,0.345421022
0.025164432,0.328676856
0.019759286,0.0231064
0.076636088,0.002893204
0.014836616,0.179905566
0.056963268,0.437479989
0.071024206,0.145200674
0.010378997,0.121370969
0.075350268,0.280745587
0.094591217,0.048055446
0.04502349,0.448208106
0.042714817,0.166230398
0.008683149,0.380674351
0.098684897,0.188006967
0.011809359,0.264753206
0.060985173,0.163466848
0.093184007,0.020486414
0.077894674,0.414402267
0.022842426,0.338617179
0.017389835,0.148476215
0.007697199,0.202416363
0.098006397,0.134326443
0.0967766,0.21756742
0.007030158,0.361639033
0.031762772,0.178710152
0.045977645,0.257512756
0.00896679,0.072760075
0.045620158,0.248817405
0.019113715,0.023519801
0.001251657,0.219639013
0.073471488,0.019428162
0.080320168,0.432025569
0.026607158,0.474987482
0.074371397,0.09201793
0.019255953,0.146134744
0.064931461,0.290665211
0.050764857,0.034290772
0.006412217,0.20799126
0.025550418,0.430578315
0.04654762,0.057616642
0.046334024,0.05899728
0.012895888,0.087516468
0.068281418,0.437427319
0.043117582,0.495538524
0.009994892,0.441552981
0.05395672,0.239140969
0.05421675,0.221896687
0.04528118,0.338090827
0.057669519,0.26282566
0.07388741,0.232166828
0.073327631,0.172477838
0.019408681,0.253215534
0.056146105,0.343088946
0.063042523,0.030188902
0.073680993,0.230408686
0.0864619,0.03884649
0.076598494,0.012017385
0.068805359,0.158092826
0.0285642,0.103572811
0.053001529,0.215527011
0.052989516,0.335311313
0.019385994,0.269036463
0.014337786,0.119358204
0.021952119,0.239319763
0.083662957,0.132745417
0.060973513,0.34827641
0.012011104,0.487735602
0.066218124,0.243233566
0.089329791,0.340236305
0.052761281,0.458500355
0.025670365,0.468026779
0.079189166,0.000594112
0.00271895,0.260782563
0.025208494,0.216682643
0.093834506,0.04637322
0.090087655,0.479818342
0.063422015,0.025697551
0.057591466,0.253210659
0.098352502,0.497062167
0.078166097,0.387764741
0.061083127,0.296767499
0.086925437,0.38061019
0.011324029,0.401122966
0.013595715,0.215914344
0.024149132,0.495073247
0.009380564,0.060569365
0.008473313,0.183426448
0.001359639,0.004719233
0.099648404,0.235157433
0.097762735,0.357464138
0.085397879,0.413937094
0.000387082,0.158530222
0.018677377,0.290555405
0.011517188,0.151512749
0.029036363,0.11828344
0.073870233,0.32754755
0.011772191,0.036113172
0.035573713,0.346569711
0.09054351,0.144676373
0.021191531,0.348171389
0.02911745,0.050305407
0.002899567,0.495947965
0.027648513,0.250062078
0.010987022,0.484891229
0.003825462,0.06995604
0.023903164,0.072999054
0.031977971,0.399260508
0.070823883,0.100407982
0.06003726,0.181615607
0.084986789,0.175064786
0.05981602,0.121173097
0.000698899,0.111926071
0.003238013,0.277354994
0.080664621,0.417566153
0.079565005,0.316077665
0.008137473,0.184265965
0.077508718,0.013654502
0.016352399,0.489869274
0.033100682,0.088135286
0.009614166,0.057001847
0.041114521,0.450547286
0.028253817,0.17787442
0.017115027,0.451681651
0.08303026,0.353420188
0.012070306,0.306802732
0.067550779,0.447422412
0.050013809,0.317166593
0.033737396,0.265170786
0.033062035,0.40022881
0.066130198,0.196739691
0.060560791,0.437319296
0.07441886,0.307898158
0.007852246,0.420309371
0.038297987,0.260799755
0.019445472,0.459510217
0.096049908,0.125298485
0.036680625,0.174380261
0.058801491,0.485463785
0.055957561,0.382891241
0.012424632,0.279992114
0.044909554,0.296888343
0.043255464,0.209104744
0.08341994,0.476556517
0.072655348,0.213581828
0.081978383,0.18174528
0.022229306,0.401382926
0.004332477,0.384840291
0.007362038,0.362897085
0.031145861,0.43874177
0.086589173,0.097411866
0.00900924,0.391650349
0.04803527,0.283913283
0.024989904,0.360880903
0.04248176,0.204223095
0.089820339,0.006776214
0.071733101,0.402971099
0.037603351,0.276346597
0.093085337,0.236916375
0.072004064,0.015375209
0.020148071,0.276348129
0.034126285,0.250666593
0.058633639,0.008191535
0.043491297,0.37161392
0.069998552,0.275943024
0.083245407,0.113068001
0.036435782,0.1692604
0.02324196,0.345103987
0.053195855,0.277027547
0.008155476,0.433123964
0.037435524,0.070341116
0.030396763,0.134378222
0.071938084,0.425803388
0.014081895,0.475794909
0.062112722,0.499232236
0.074442883,0.327364896
0.032967878,0.14787145
0.012922374,0.024575576
0.076452997,0.422096506
0.090258436,0.330265166
0.087626214,0.357869981
0.08721796,0.273963733
0.02431309,0.345053911
0.046821785,0.497237396
0.03244705,0.097221503
0.036053658,0.366202611
0.047248246,0.161758819
0.023610702,0.344476694
0.033380007,0.392315639
0.080312229,0.267394504
0.017456102,0.304304421
0.083119417,0.19506897
0.078312724,0.092595946
0.082753409,0.493575261
0.045599965,0.423941418
0.090104069,0.217627458
0.024202723,0.089686378
0.090076661,0.002440497
0.087657576,0.391900782
0.057713782,0.136203063
0.080477736,0.094177131
0.022840386,0.374316898
0.010976778,0.43362232
0.037054214,0.115671637
0.000137976,0.486430059
0.055533104,0.373559741
0.038827743,0.359430685
0.058533817,0.41372836
0.014044934,0.378288595
0.029256964,0.031604233
0.05267018,0.46063208
0.022882187,0.302424761
0.02800464,0.01680979
0.078845134,0.08569243
0.086172241,0.03383992
0.025512294,0.271111269
0.021051895,0.086010756
0.013592203,0.480959031
0.099617005,0.017508913
0.08554034,0.234930335
0.031857972,0.036830905
0.031110969,0.328430898
0.00188126,0.146403407
0.014623455,0.103118848
0.053941808,0.299176699
0.013799175,0.294525424
0.006451578,0.307406748
0.0305015,0.349739062
0.030840549,0.007989377
0.005999677,0.247802315
0.038930892,0.401869923
0.060904664,0.195372437
0.003693778,0.257945556
0.068420055,0.027999122
0.057067724,0.232988662
0.004108275,0.053660096
0.023871605,0.14969353
0.054728635,0.361824932
0.092201946,0.262759737
0.067373052,0.059981115
0.087412833,0.064438231
0.058656603,0.096082278
0.067104921,0.481647295
0.048427658,0.041422145
0.099123459,0.337809036
0.015050725,0.276002519
0.096702091,0.168797438
0.007552148,0.44233162
0.06766317,0.335823591
0.078648802,0.336298808
0.035659307,0.454483744
0.040466472,0.003628006
0.06593575,0.014870414
0.061221961,0.20253729
0.023208696,0.030448368
0.099750229,0.173622321
0.05671372,0.288646224
0.049555347,0.480607372
0.043378872,0.089395271
0.025492089,0.000272433
0.012297942,0.331336077
0.02642376,0.066175293
0.06703439,0.365050808
0.015598155,0.020361173
0.03528358,0.296967189
0.093874985,0.483691686
0.07582211,0.148844586
0.005217865,0.40274108
0.056769582,0.085036218
0.099640557,0.198176791
0.034814164,0.382226268
0.09444562,0.242373782
0.011303611,0.245093751
0.090585186,0.030754071
0.063913953,0.431209203
0.055684021,0.046898941
0.016558965,0.385619469
0.009549534,0.077523618
0.089012924,0.440428321
0.082253326,0.253245287
0.067062083,0.122079457
0.075202673,0.161191644
0.052959995,0.494673313
0.008778079,0.320270811
0.081085767,0.205659319
0.086594803,0.491891182
0.079538966,0.331080279
0.046919883,0.126958195
0.094896385,0.023896469
0.030120124,0.051779253
0.047814522,0.003872788
0.042450262,0.473169591
0.020129362,0.2566788
0.024683855,0.44109068
0.029261188,0.430116276
0.014139069,0.35917919
0.078876217,0.324044689
0.0340538,0.234796101
0.083780381,0.151638705
0.034463931,0.100394107
0.058665506,0.201327344
0.039378288,0.310182165
0.013180574,0.163143823
0.063155503,0.204790917
0.088431008,0.175883468
0.095818814,0.311868524
0.08392977,0.169312764
0.096144341,0.305857401
0.044253594,0.461194746
0.095776379,0.118048039
0.087680566,0.042441749
0.060381706,0.339238425
0.012432463,0.323395781
0.022656671,0.242385952
0.021827817,0.352770724
0.085361797,0.157650668
0.06118181,0.409437757
0.035837771,0.013045063
0.01579956,0.183061671
0.004811853,0.213842231
0.097501658,0.027944671
0.081900542,0.444786257
0.027730633,0.211438454
0.072015865,0.491906027
0.022730562,0.255065372
0.094549166,0.433469984
0.069855123,0.198132357
0.095744685,0.074627305
0.090419288,0.098840594
0.035801732,0.049351156
0.057335109,0.21405889
0.04990335,0.118097912
0.038727531,0.018130645
0.035010901,0.121018653
0.053441888,0.204298184
0.081348215,0.419187352
0.09169246,0.349061034
0.010176718,0.332539115
0.088756863,0.490356724
0.006543807,0.33099044
0.001971063,0.050896232
0.032330049,0.177062288
0.001260778,0.494330158
0.000177182,0.132154843
0.085745964,0.282555899
0.077605601,0.415173323
0.002792989,0.256414553
0.045256808,0.078426901
0.032401403,0.483304142
0.072518954,0.148886049
0.073185344,0.427771383
0.002330215,0.49743426
0.043332614,0.332470091
0.025676249,0.386998772
0.086366582,0.13183337
0.008696904,0.388392132
0.053395211,0.191966173
0.086369074,0.230434345
0.088119395,0.462709833
0.070398812,0.456809046
0.068698102,0.172815343
0.055320298,0.080123539
0.081669949,0.116465842
0.099956183,0.110469511
0.000375532,0.097966017
0.012034476,0.475028623
0.006192468,0.237396804
0.08103079,0.473898879
0.063061632,0.216199808
0.04634614,0.179123716
0.023230721,0.409562538
0.096190796,0.075087528
0.033143613,0.335706991
0.062039474,0.361948105
0.078516923,0.221132665
0.028095654,0.288285707
0.059911015,0.247133881
0.020490317,0.274696824
0.094451245,0.039157549
0.058613848,0.125399394
0.02750677,0.018096261
0.092067127,0.163662338
0.018684136,0.367325203
0.096862519,0.235217718
0.009881724,0.359990382
0.034245382,0.081904596
0.085842845,0.436064917
0.027259786,0.315522778
0.079222154,0.077247477
0.087137474,0.144629345
0.013246488,0.370337617
0.052879369,0.403410496
0.060027477,0.120240055
0.025162141,0.243436403
0.059433366,0.444949984
0.038064319,0.279219374
0.005620415,0.245737648
0.091589077,0.0758851
0.072267843,0.126714479
0.097430614,0.148643192
0.047790097,0.417439675
0.052858313,0.162810743
0.031767017,0.320488231
0.039741322,0.355423165
0.039750612,0.340549585
0.025734664,0.395070098
0.051111484,0.16263783
0.036645389,0.420546163
0.009799313,0.146639764
0.056373095,0.353874785
0.069728676,0.331318726
0.062557201,0.327667632
0.055242393,0.375047165
0.083241736,0.457475682
0.090509966,0.164242359
0.089973601,0.470285664
0.065236458,0.057308505
0.090357298,0.147995879
0.028615184,0.289467755
0.08246748,0.314661214
0.03280858,0.446249217
0.060295017,0.379853778
0.038773397,0.489341128
0.039093157,0.068720099
0.037301904,0.169075648
0.043805066,0.466941231
0.033258936,0.21634858
0.098985533,0.348140328
0.004071312,0.225456714
0.015859057,0.089243882
0.041492522,0.115503501
0.022545555,0.32618663
0.027966829,0.415063785
0.056709052,0.382128045
0.019136687,0.285272205
0.099742642,0.167939444
0.049824805,0.015926353
0.077010932,0.176234455
0.039823583,0.027663626
0.021782473,0.333031811
0.010603423,0.358801181
0.092513444,0.361299921
0.045398171,0.160621242
0.066361088,0.259113712
0.010184892,0.494653774
0.097896539,0.393599789
0.004364965,0.141818746
0.051279739,0.165431934
0.018660598,0.374359097
0.054030077,0.357229384
0.074059691,0.228529851
0.005307002,0.060882733
0.099429371,0.043248231
0.009964609,0.358465698
0.080749116,0.011271878
0.093399479,0.34826406
0.050994095,0.250822409
0.036941083,0.204952237
0.03604653,0.327613811
0.062233627,0.012821706
0.031852145,0.142305234
0.063303301,0.214636778
0.072080234,0.445345033
0.052212564,0.398195985
0.068603859,0.146389764
0.035893111,0.356707656
0.078215222,0.055417497
0.046470244,0.448929125
0.019470851,0.46018642
0.027569317,0.371837411
0.067611761,0.390155022
0.072596616,0.257816255
0.057190965,0.22782998
0.050845782,0.350165159
0.018602372,0.349836497
0.006619649,0.457233177
0.01466276,0.377242788
0.005208555,0.237476003
0.032016552,0.214289232
0.05127664,0.18798242
0.059198931,0.274341131
0.007760434,0.220632071
0.066221019,0.126635766
0.053148927,0.203632196
0.000841853,0.374863305
0.006164007,0.185588333
0.062368837,0.402329991
0.041962154,0.066624875
0.089227495,0.047976196
0.0085319,0.493872126
0.079182862,0.266303629
0.030555441,0.42885025
0.057213857,0.085260736
0.039281813,0.231010119
0.067676932,0.222018589
0.01727803,0.492609192
0.053693771,0.142528738
0.08545757,0.115662265
0.067114387,0.085934852
0.0410658,0.177784259
0.004676474,0.464900362
0.007365473,0.390469001
0.0269744,0.064616594
0.0110608,0.362265747
0.061969702,0.194522191
0.048921633,0.155786987
0.001576771,0.104338142
0.073489619,0.272820939
0.072421806,0.226537874
0.036872548,0.488822758
0.05342374,0.031383722
0.068296043,0.298147786
0.088350055,0.397309172
0.067088189,0.249221797
0.090482648,0.401773235
0.037859884,0.495466295
0.095067838,0.211596315
0.056214549,0.094809691
0.050396667,0.250272915
0.005957213,0.11955131
0.084318682,0.35341922
0.040604052,0.406204495
0.063409805,0.420125066
0.026473956,0.187770648
0.091988565,0.336126754
0.068528515,0.427766438
0.053724561,0.435008484
0.086767763,0.174757269
0.084919871,0.381826468
0.078012963,0.424649836
0.009568525,0.237890895
0.066485335,0.371031358
0.030547751,0.124213528
0.080847668,0.211287067
0.079892738,0.246236286
0.063803057,0.022555997
0.024464846,0.455327831
0.030609526,0.20269007
0.034860151,0.0827694
0.018754656,0.48970675
0.081139911,0.112936068
0.0730388,0.066539501
0.032560996,0.205208304
0.0465437,0.089708233
0.060737665,0.002811417
0.049771116,0.20067751
0.029501864,0.153853889
0.035094903,0.057019078
0.09740741,0.34340165
0.097587445,0.252184877
0.071706688,0.424839723
0.066363962,0.323508442
0.059902373,0.162289749
0.023960183,0.147725832
0.003931038,0.215133421
0.089522689,0.081030356
0.050149408,0.36628216
0.074679416,0.117741342
0.067497647,0.029802002
0.050330417,0.417420509
0.065857021,0.060318906
0.011974642,0.005173687
0.067633262,0.123172199
0.076795462,0.392669159
0.079116095,0.365666791
0.028501238,0.179222183
0.013794305,0.204413765
0.013694426,0.284063257
0.009883425,0.454853973
0.006471416,0.297541787
0.070901669,0.12653742
0.000534848,0.035389214
0.085293334,0.012701519
0.02284622,0.474481273
0.002525776,0.492030664
0.096508837,0.123616213
0.035096462,0.169442232
0.074115189,0.017843413
0.066132649,0.183209205
0.059089604,0.491554162
0.020624851,0.182291596
0.046335419,0.326449691
0.066349487,0.49722369
0.018360277,0.125438092
0.019597658,0.456892449
0.065521651,0.498188238
0.081337661,0.007218791
0.010174619,0.212907107
0.039598708,0.164731009
0.051134376,0.481455183
0.060075815,0.308849458
0.063703427,0.183725121
0.079995404,0.065891708
0.029931132,0.293691991
0.069458801,0.061498724
0.052019377,0.172240012
0.044545023,0.191162806
0.026606254,0.12101995
0.095794063,0.024638636
0.085310568,0.189483173
0.057014885,0.077811653
